axis_id,clip_id,a_ind,status,s_commit
material,1364,0.66322950205325781,CROSSING,0.75
material,1386,0.66917610419955098,CROSSING,0.60
material,1410,0.69000730080321526,CROSSING,0.75
material,1412,0.72285850423066289,CROSSING,0.45
material,1421,0.61496872072583375,CROSSING,0.45
material,1422,0.60029585052350298,CROSSING,0.75
material,1436,0.57781938263028965,CROSSING,0.75
material,1447,0.87199340627124955,CROSSING,0.60
material,1459,0.6186450747450104,CROSSING,0.75
material,1479,0.84146428232566683,CROSSING,0.45
material,1502,0.63866615817652339,CROSSING,0.75
material,1514,0.71797900817152338,CROSSING,0.60
material,1517,0.85687666846885702,CROSSING,0.75
material,1560,0.59755068599016281,CROSSING,0.45
material,1574,0.89545982795491141,CROSSING,0.45
material,1601,0.6640663808178906,CROSSING,0.90
material,1628,0.44583672654151435,CROSSING,0.60
material,1629,0.63554539705904789,CROSSING,0.60
material,1630,0.61061513101865106,CROSSING,0.75
material,1739,0.66331907927936729,CROSSING,0.60
material,1762,0.78013156764728919,CROSSING,0.90
material,1810,0.52543102282241672,CROSSING,0.60
material,1812,0.75198191948890591,CROSSING,0.75
material,1813,0.66212879084629839,CROSSING,0.60
material,1859,0.44133103241733845,CROSSING,0.60
material,1868,0.74678193530152581,CROSSING,0.60
material,1876,0.53645830202182121,CROSSING,0.75
material,1893,0.38448923838458687,CROSSING,0.60
material,1900,0.6380200077423922,CROSSING,0.35
material,1905,0.6107045493243326,CROSSING,0.90
material,1929,0.67546770382554511,CROSSING,0.75
material,194,0.78800405301346432,CROSSING,0.75
material,195,0.77917399771879514,CROSSING,0.60
material,1956,0.61262376173546251,CROSSING,0.60
material,1964,0.92425272483494125,CROSSING,0.45
material,1972,0.48755728770987133,CROSSING,0.45
material,2,0.57204467025885741,CROSSING,0.45
material,2029,0.59868269188249301,CROSSING,0.75
material,2032,0.65710376186897512,CROSSING,0.75
material,2041,0.6197268013073729,CROSSING,0.60
material,2061,0.5096095754491915,CROSSING,0.75
material,2082,0.48151094989797538,CROSSING,0.60
material,2106,0.64660886535152595,CROSSING,0.60
material,214,0.7246753264610698,CROSSING,0.60
material,2174,0.62251061903604754,CROSSING,0.75
material,2177,0.6747576487819994,CROSSING,0.90
material,221,0.75640852294572247,CROSSING,0.60
material,2249,0.66435418852192774,CROSSING,0.75
material,2250,0.49610390797661963,CROSSING,0.75
material,2307,0.6719946154579417,CROSSING,0.90
material,2311,0.71559625954037487,CROSSING,0.60
material,2372,0.52602648622725678,CROSSING,0.60
material,2418,0.72140934428544645,CROSSING,0.75
material,2436,0.75086483115158431,CROSSING,0.60
material,245,0.63170050665105804,CROSSING,0.45
material,2457,0.60400781474142251,CROSSING,0.75
material,2469,0.52754068236281493,CROSSING,0.60
material,249,0.59204849320248032,CROSSING,0.60
material,2491,0.41561809181873471,CROSSING,0.75
material,2511,0.53094848654805793,CROSSING,0.75
material,2555,0.69458907295881689,CROSSING,0.75
material,2583,0.74710844178103952,CROSSING,0.75
material,2603,0.77461186016737948,CROSSING,0.75
material,2612,0.75668882699971007,CROSSING,0.75
material,2622,0.55647852666801112,CROSSING,0.60
material,2646,0.79179032976840213,CROSSING,0.75
material,2661,0.62298403667938917,CROSSING,0.60
material,2668,0.58281191760954698,CROSSING,0.60
material,2689,0.60109863877503822,CROSSING,0.75
material,2723,0.63091498801915813,CROSSING,0.60
material,2757,0.63881605169845634,CROSSING,0.60
material,2794,0.57777184132017256,CROSSING,0.75
material,2796,0.59117358069113124,CROSSING,0.75
material,2802,0.73826369828624128,CROSSING,0.60
material,2803,0.45914710683856608,CROSSING,0.45
material,2812,0.60553245112865095,CROSSING,0.45
material,2817,0.79121169990145679,CROSSING,0.75
material,282,0.78675329106448955,CROSSING,0.75
material,2826,0.63823265236229554,CROSSING,0.60
material,2875,0.72217720207953495,CROSSING,0.60
material,2881,0.71169661148081809,CROSSING,0.60
material,292,0.48216947575559976,CROSSING,0.75
material,2945,0.5122077861413652,CROSSING,0.75
material,2992,0.64730905393506333,CROSSING,0.60
material,3,0.53991076149436001,CROSSING,0.60
material,3048,0.55714333602894184,CROSSING,0.60
material,3056,0.72872174792544064,CROSSING,0.90
material,3112,0.83988642499343458,CROSSING,0.75
material,3113,0.50114392043297384,CROSSING,0.45
material,3114,0.85786905689515358,CROSSING,0.60
material,3220,0.62268642054559209,CROSSING,0.60
material,325,0.59293769504819549,CROSSING,0.60
material,3273,0.54362370861216958,CROSSING,0.60
material,332,0.59611627440801296,CROSSING,0.60
material,338,0.75900066440786984,CROSSING,0.45
material,3392,0.44816890517364527,CROSSING,0.45
material,3395,0.48114507250844279,CROSSING,0.35
material,34,0.90289898100175092,CROSSING,0.75
material,3411,0.62407385028476081,CROSSING,0.75
material,3459,0.54169462995520778,CROSSING,0.60
material,3460,0.59572609444557922,CROSSING,0.60
material,3464,0.65089867818998104,CROSSING,0.60
material,3475,0.48676333610928252,CROSSING,0.60
material,3491,0.80397644777984012,CROSSING,0.75
material,3496,0.617776538631295,CROSSING,0.60
material,3540,0.51781131865892227,CROSSING,0.60
material,3570,0.47996874474770101,CROSSING,0.75
material,3585,0.58556147623677535,CROSSING,0.60
material,3611,0.68890917277600194,CROSSING,0.75
material,3630,0.66900760904424816,CROSSING,0.75
material,3637,0.5961901870425359,CROSSING,0.75
material,3657,0.73822994571074319,CROSSING,0.90
material,3768,0.5275491963015404,CROSSING,0.35
material,3780,0.60661540467590869,CROSSING,0.60
material,3873,0.64019243562392203,CROSSING,0.75
material,388,0.55052181149973023,CROSSING,0.60
material,3912,0.90933237189940386,CROSSING,0.60
material,3957,0.63813533996938454,CROSSING,0.60
material,3979,0.58184295449605083,CROSSING,0.60
material,3985,0.61776567431204454,CROSSING,0.75
material,3994,0.61794993633752715,CROSSING,0.75
material,4000,0.69534227797633785,CROSSING,0.60
material,4063,0.72407143622724379,CROSSING,0.75
material,4077,0.5960275571704613,CROSSING,0.45
material,4122,0.73135025794058539,CROSSING,0.75
material,4170,0.65447009572191017,CROSSING,0.75
material,4268,0.35751792667567794,CROSSING,0.60
material,4283,0.72684865620900108,CROSSING,0.60
material,43,0.72096759236553953,CROSSING,0.60
material,4315,0.61536328995806899,CROSSING,0.35
material,4334,0.43517943271702098,CROSSING,0.60
material,437,0.60827015974817245,CROSSING,0.60
material,4398,0.69867514862447588,CROSSING,0.90
material,4411,0.56894841240608252,CROSSING,0.75
material,4476,0.7306209728099915,CROSSING,0.75
material,4510,0.67247019690807597,CROSSING,0.60
material,452,0.55753941887582859,CROSSING,0.60
material,4563,0.66182767061766223,CROSSING,0.45
material,457,0.74819388245351603,CROSSING,0.75
material,4590,0.5469871882462658,CROSSING,0.35
material,4635,0.59509146442555727,CROSSING,0.75
material,4671,0.71819450816052965,CROSSING,0.60
material,4694,0.54874143758496596,CROSSING,0.60
material,4720,0.6920129247031368,CROSSING,0.60
material,477,0.57551931863704309,CROSSING,0.90
material,481,0.62078410585436883,CROSSING,0.60
material,4855,0.78591051578050963,CROSSING,0.75
material,4863,0.56513118672052243,CROSSING,0.45
material,4870,0.52902648117250739,CROSSING,0.60
material,4876,0.5178053479109288,CROSSING,0.75
material,4881,0.69459361868925273,CROSSING,0.75
material,4883,0.3974094458503854,CROSSING,0.60
material,4935,0.55672641791392696,CROSSING,0.35
material,4939,0.59651904489962937,CROSSING,0.60
material,4996,0.64340650098559637,CROSSING,0.60
material,502,0.55385881821872052,CROSSING,0.60
material,505,0.66649869472159751,CROSSING,0.45
material,527,0.55099805573317584,CROSSING,0.60
material,547,0.50800378398076917,CROSSING,0.60
material,595,0.65688129995909683,CROSSING,0.60
material,596,0.53245526972688884,CROSSING,0.60
material,63,0.550749038392641,CROSSING,0.45
material,643,0.78451460585226596,CROSSING,0.75
material,658,0.80292863530430825,CROSSING,0.75
material,662,0.80253260675965732,CROSSING,0.60
material,67,0.76926054229056617,CROSSING,0.60
material,691,0.40428062923689878,CROSSING,0.45
material,706,0.74926275060410696,CROSSING,0.60
material,728,0.8055621863195731,CROSSING,0.75
material,819,0.71267843160450928,CROSSING,0.75
material,844,0.50516789682586649,CROSSING,0.60
material,847,0.62661911368413359,CROSSING,0.45
material,849,0.63553898096135697,CROSSING,0.75
material,859,0.40925108582895137,CROSSING,0.45
material,905,0.52487965700471284,CROSSING,0.60
material,913,0.55211590017201362,CROSSING,0.60
material,92,0.56770997047357497,CROSSING,0.45
material,920,0.63042780340020943,CROSSING,0.45
material,935,0.41218832623447238,CROSSING,0.60
material,955,0.7632335866201061,CROSSING,0.60
material,96,0.6807398802288489,CROSSING,0.60
