clip,cfg,alpha,schedule,axis_id,s,a_independent,a_fork,commit_gain
1131,1.0,0.4,sqrt_down,presence,0.45,1.0,1.0,0.0
1131,1.0,0.4,sqrt_down,presence,0.6,1.0,1.0,0.0
1131,1.0,0.4,sqrt_down,presence,0.75,1.0,1.0,0.0
1131,1.0,0.4,sqrt_down,presence,0.9,1.0,1.0,0.0
1131,1.0,0.4,sqrt_down,timing,0.05,1.0,1.0,0.0
1131,1.0,0.4,sqrt_down,timing,0.15,1.0,1.0,0.0
1131,1.0,0.4,sqrt_down,timing,0.25,1.0,1.0,0.0
1131,1.0,0.4,sqrt_down,timing,0.35,1.0,1.0,0.0
1131,1.0,0.4,sqrt_down,timing,0.45,1.0,1.0,0.0
1131,1.0,0.4,sqrt_down,timing,0.6,1.0,1.0,0.0
1131,1.0,0.4,sqrt_down,timing,0.75,1.0,1.0,0.0
1131,1.0,0.4,sqrt_down,timing,0.9,1.0,1.0,0.0
1131,1.0,0.4,sqrt_down,class,0.05,0.5606060606060606,0.16666666666666666,0.0
1131,1.0,0.4,sqrt_down,class,0.15,0.5606060606060606,1.0,1.0
1131,1.0,0.4,sqrt_down,class,0.25,0.5606060606060606,1.0,1.0
1131,1.0,0.4,sqrt_down,class,0.35,0.5606060606060606,0.4,0.0
1131,1.0,0.4,sqrt_down,class,0.45,0.5606060606060606,1.0,1.0
1131,1.0,0.4,sqrt_down,class,0.6,0.5606060606060606,1.0,1.0
1131,1.0,0.4,sqrt_down,class,0.75,0.5606060606060606,1.0,1.0
1131,1.0,0.4,sqrt_down,class,0.9,0.5606060606060606,1.0,1.0
1131,1.0,0.4,sqrt_down,material,0.05,0.8313493216670869,0.933772388394006,
1131,1.0,0.4,sqrt_down,material,0.15,0.8313493216670869,0.9318060238748221,
1131,1.0,0.4,sqrt_down,material,0.25,0.8313493216670869,0.945969562717565,
1131,1.0,0.4,sqrt_down,material,0.35,0.8313493216670869,0.9673557200482307,
1131,1.0,0.4,sqrt_down,material,0.45,0.8313493216670869,0.9703666639164371,
1131,1.0,0.4,sqrt_down,material,0.6,0.8313493216670869,0.9836435502881085,
1131,1.0,0.4,sqrt_down,material,0.75,0.8313493216670869,0.9905229941519157,
1131,1.0,0.4,sqrt_down,material,0.9,0.8313493216670869,0.9961579948328619,
115,1.0,0.4,sqrt_down,presence,0.05,0.675,0.4666666666666667,0.0
115,1.0,0.4,sqrt_down,presence,0.15,0.675,0.4666666666666667,0.0
115,1.0,0.4,sqrt_down,presence,0.25,0.675,1.0,1.0
115,1.0,0.4,sqrt_down,presence,0.35,0.675,0.6666666666666666,0.0
115,1.0,0.4,sqrt_down,presence,0.45,0.675,0.6666666666666666,0.0
115,1.0,0.4,sqrt_down,presence,0.6,0.675,0.4,0.0
115,1.0,0.4,sqrt_down,presence,0.75,0.675,0.4666666666666667,0.0
115,1.0,0.4,sqrt_down,presence,0.9,0.675,0.4666666666666667,0.0
115,1.0,0.4,sqrt_down,timing,0.05,0.875,1.0,1.0
115,1.0,0.4,sqrt_down,timing,0.15,0.875,1.0,1.0
115,1.0,0.4,sqrt_down,timing,0.25,0.875,1.0,1.0
115,1.0,0.4,sqrt_down,timing,0.35,0.875,1.0,1.0
115,1.0,0.4,sqrt_down,timing,0.45,0.875,1.0,1.0
115,1.0,0.4,sqrt_down,timing,0.6,0.875,1.0,1.0
115,1.0,0.4,sqrt_down,timing,0.75,0.875,1.0,1.0
115,1.0,0.4,sqrt_down,timing,0.9,0.875,1.0,1.0
115,1.0,0.4,sqrt_down,class,0.05,0.4444444444444444,1.0,1.0
115,1.0,0.4,sqrt_down,class,0.15,0.4444444444444444,0.3333333333333333,0.0
115,1.0,0.4,sqrt_down,class,0.25,0.4444444444444444,1.0,1.0
115,1.0,0.4,sqrt_down,class,0.35,0.4444444444444444,0.4,0.0
115,1.0,0.4,sqrt_down,class,0.45,0.4444444444444444,0.0,0.0
115,1.0,0.4,sqrt_down,class,0.6,0.4444444444444444,1.0,1.0
115,1.0,0.4,sqrt_down,class,0.75,0.4444444444444444,1.0,1.0
115,1.0,0.4,sqrt_down,class,0.9,0.4444444444444444,1.0,1.0
115,1.0,0.4,sqrt_down,material,0.05,0.7840607071733677,0.934044906205159,
115,1.0,0.4,sqrt_down,material,0.15,0.7840607071733677,0.9424246716697593,
115,1.0,0.4,sqrt_down,material,0.25,0.7840607071733677,0.9349875358861721,
115,1.0,0.4,sqrt_down,material,0.35,0.7840607071733677,0.9553881971892609,
115,1.0,0.4,sqrt_down,material,0.45,0.7840607071733677,0.9677592776609153,
115,1.0,0.4,sqrt_down,material,0.6,0.7840607071733677,0.9771861485290262,
115,1.0,0.4,sqrt_down,material,0.75,0.7840607071733677,0.9868099989015444,
115,1.0,0.4,sqrt_down,material,0.9,0.7840607071733677,0.9964768013631462,
1152,1.0,0.4,sqrt_down,presence,0.05,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,presence,0.15,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,presence,0.25,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,presence,0.35,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,presence,0.45,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,presence,0.6,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,presence,0.75,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,presence,0.9,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,timing,0.05,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,timing,0.15,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,timing,0.25,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,timing,0.35,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,timing,0.45,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,timing,0.6,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,timing,0.75,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,timing,0.9,1.0,1.0,0.0
1152,1.0,0.4,sqrt_down,class,0.05,0.35555555555555557,1.0,1.0
1152,1.0,0.4,sqrt_down,class,0.15,0.35555555555555557,1.0,1.0
1152,1.0,0.4,sqrt_down,class,0.25,0.35555555555555557,1.0,1.0
1152,1.0,0.4,sqrt_down,class,0.35,0.35555555555555557,1.0,1.0
1152,1.0,0.4,sqrt_down,class,0.45,0.35555555555555557,1.0,1.0
1152,1.0,0.4,sqrt_down,class,0.6,0.35555555555555557,1.0,1.0
1152,1.0,0.4,sqrt_down,class,0.75,0.35555555555555557,1.0,1.0
1152,1.0,0.4,sqrt_down,class,0.9,0.35555555555555557,1.0,1.0
1152,1.0,0.4,sqrt_down,material,0.05,0.8149614600539979,0.9261580735222894,
1152,1.0,0.4,sqrt_down,material,0.15,0.8149614600539979,0.9311518790553557,
1152,1.0,0.4,sqrt_down,material,0.25,0.8149614600539979,0.9252448494259267,
1152,1.0,0.4,sqrt_down,material,0.35,0.8149614600539979,0.9483172705098714,
1152,1.0,0.4,sqrt_down,material,0.45,0.8149614600539979,0.976736628184718,
1152,1.0,0.4,sqrt_down,material,0.6,0.8149614600539979,0.9788186923473385,
1152,1.0,0.4,sqrt_down,material,0.75,0.8149614600539979,0.9900099919055614,
1152,1.0,0.4,sqrt_down,material,0.9,0.8149614600539979,0.9964087930031099,
116,1.0,0.4,sqrt_down,presence,0.05,0.675,1.0,1.0
116,1.0,0.4,sqrt_down,presence,0.15,0.675,1.0,1.0
116,1.0,0.4,sqrt_down,presence,0.25,0.675,1.0,1.0
116,1.0,0.4,sqrt_down,presence,0.35,0.675,1.0,1.0
116,1.0,0.4,sqrt_down,presence,0.45,0.675,1.0,1.0
116,1.0,0.4,sqrt_down,presence,0.6,0.675,1.0,1.0
116,1.0,0.4,sqrt_down,presence,0.75,0.675,1.0,1.0
116,1.0,0.4,sqrt_down,presence,0.9,0.675,1.0,1.0
116,1.0,0.4,sqrt_down,timing,0.05,1.0,0.4,0.0
116,1.0,0.4,sqrt_down,timing,0.15,1.0,0.6666666666666666,0.0
116,1.0,0.4,sqrt_down,timing,0.25,1.0,0.6666666666666666,0.0
116,1.0,0.4,sqrt_down,timing,0.35,1.0,1.0,0.0
116,1.0,0.4,sqrt_down,timing,0.45,1.0,1.0,0.0
116,1.0,0.4,sqrt_down,timing,0.6,1.0,1.0,0.0
116,1.0,0.4,sqrt_down,timing,0.75,1.0,0.6666666666666666,0.0
116,1.0,0.4,sqrt_down,timing,0.9,1.0,1.0,0.0
116,1.0,0.4,sqrt_down,class,0.05,0.25,1.0,1.0
116,1.0,0.4,sqrt_down,class,0.15,0.25,1.0,1.0
116,1.0,0.4,sqrt_down,class,0.25,0.25,1.0,1.0
116,1.0,0.4,sqrt_down,class,0.35,0.25,1.0,1.0
116,1.0,0.4,sqrt_down,class,0.45,0.25,1.0,1.0
116,1.0,0.4,sqrt_down,class,0.6,0.25,1.0,1.0
116,1.0,0.4,sqrt_down,class,0.75,0.25,1.0,1.0
116,1.0,0.4,sqrt_down,class,0.9,0.25,1.0,1.0
116,1.0,0.4,sqrt_down,material,0.05,0.649120194688745,0.9634733936086554,
116,1.0,0.4,sqrt_down,material,0.15,0.649120194688745,0.9541730481339022,
116,1.0,0.4,sqrt_down,material,0.25,0.649120194688745,0.963446811733731,
116,1.0,0.4,sqrt_down,material,0.35,0.649120194688745,0.9778287772214058,
116,1.0,0.4,sqrt_down,material,0.45,0.649120194688745,0.9816995289745007,
116,1.0,0.4,sqrt_down,material,0.6,0.649120194688745,0.9868392422854284,
116,1.0,0.4,sqrt_down,material,0.75,0.649120194688745,0.9891738500601659,
116,1.0,0.4,sqrt_down,material,0.9,0.649120194688745,0.9968652620923203,
1186,1.0,0.4,sqrt_down,presence,0.05,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,presence,0.15,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,presence,0.25,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,presence,0.35,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,presence,0.45,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,presence,0.6,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,presence,0.75,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,presence,0.9,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,timing,0.05,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,timing,0.15,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,timing,0.25,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,timing,0.35,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,timing,0.45,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,timing,0.6,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,timing,0.75,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,timing,0.9,0.875,1.0,1.0
1186,1.0,0.4,sqrt_down,class,0.05,0.26373626373626374,1.0,1.0
1186,1.0,0.4,sqrt_down,class,0.15,0.26373626373626374,1.0,1.0
1186,1.0,0.4,sqrt_down,class,0.25,0.26373626373626374,1.0,1.0
1186,1.0,0.4,sqrt_down,class,0.35,0.26373626373626374,1.0,1.0
1186,1.0,0.4,sqrt_down,class,0.45,0.26373626373626374,1.0,1.0
1186,1.0,0.4,sqrt_down,class,0.6,0.26373626373626374,1.0,1.0
1186,1.0,0.4,sqrt_down,class,0.75,0.26373626373626374,1.0,1.0
1186,1.0,0.4,sqrt_down,class,0.9,0.26373626373626374,1.0,1.0
1186,1.0,0.4,sqrt_down,material,0.05,0.7688865978340383,0.962355510141956,
1186,1.0,0.4,sqrt_down,material,0.15,0.7688865978340383,0.9675557388947303,
1186,1.0,0.4,sqrt_down,material,0.25,0.7688865978340383,0.9696076471718392,
1186,1.0,0.4,sqrt_down,material,0.35,0.7688865978340383,0.9666022792047042,
1186,1.0,0.4,sqrt_down,material,0.45,0.7688865978340383,0.9812202989624651,
1186,1.0,0.4,sqrt_down,material,0.6,0.7688865978340383,0.9816766105516517,
1186,1.0,0.4,sqrt_down,material,0.75,0.7688865978340383,0.9925420099900801,
1186,1.0,0.4,sqrt_down,material,0.9,0.7688865978340383,0.9960881192226996,
1196,1.0,0.4,sqrt_down,presence,0.05,0.5416666666666666,1.0,1.0
1196,1.0,0.4,sqrt_down,presence,0.15,0.5416666666666666,1.0,1.0
1196,1.0,0.4,sqrt_down,presence,0.25,0.5416666666666666,1.0,1.0
1196,1.0,0.4,sqrt_down,presence,0.35,0.5416666666666666,1.0,1.0
1196,1.0,0.4,sqrt_down,presence,0.45,0.5416666666666666,1.0,1.0
1196,1.0,0.4,sqrt_down,presence,0.6,0.5416666666666666,1.0,1.0
1196,1.0,0.4,sqrt_down,presence,0.75,0.5416666666666666,1.0,1.0
1196,1.0,0.4,sqrt_down,presence,0.9,0.5416666666666666,1.0,1.0
1196,1.0,0.4,sqrt_down,timing,0.05,1.0,1.0,0.0
1196,1.0,0.4,sqrt_down,timing,0.15,1.0,1.0,0.0
1196,1.0,0.4,sqrt_down,timing,0.25,1.0,1.0,0.0
1196,1.0,0.4,sqrt_down,timing,0.35,1.0,1.0,0.0
1196,1.0,0.4,sqrt_down,timing,0.45,1.0,1.0,0.0
1196,1.0,0.4,sqrt_down,timing,0.6,1.0,1.0,0.0
1196,1.0,0.4,sqrt_down,timing,0.75,1.0,1.0,0.0
1196,1.0,0.4,sqrt_down,timing,0.9,1.0,1.0,0.0
1196,1.0,0.4,sqrt_down,class,0.05,0.25757575757575757,1.0,1.0
1196,1.0,0.4,sqrt_down,class,0.15,0.25757575757575757,1.0,1.0
1196,1.0,0.4,sqrt_down,class,0.25,0.25757575757575757,1.0,1.0
1196,1.0,0.4,sqrt_down,class,0.35,0.25757575757575757,1.0,1.0
1196,1.0,0.4,sqrt_down,class,0.45,0.25757575757575757,1.0,1.0
1196,1.0,0.4,sqrt_down,class,0.6,0.25757575757575757,1.0,1.0
