clip,axis_id,a_independent
2897,material,0.5923572946443102
2897,presence,0.5714285714285714
2897,timing,1.0
2803,class,1.0
2803,material,0.3619251347368871
2803,presence,0.4642857142857143
2803,timing,0.5357142857142857
2817,class,0.6
2817,material,0.7441450984637088
2817,presence,0.75
2817,timing,0.75
2106,class,0.0
2106,material,0.6549585931568156
2106,presence,1.0
2106,timing,1.0
1237,class,0.1
1237,material,0.7038761817903509
1237,presence,1.0
1237,timing,1.0
333,class,0.75
333,material,0.45663461454004944
333,presence,1.0
333,timing,1.0
1471,class,0.42857142857142855
1471,material,0.6412476864124969
1471,presence,0.75
1471,timing,1.0
2462,class,0.4666666666666667
2462,material,0.8398390957407104
2462,presence,0.75
2462,timing,1.0
984,class,0.4
984,material,0.6719576263496752
984,presence,0.5714285714285714
984,timing,1.0
3400,class,0.2
3400,material,0.5863072480947349
3400,presence,0.75
3400,timing,1.0
3792,class,0.5714285714285714
3792,material,0.5409273017117205
3792,presence,1.0
3792,timing,1.0
819,class,0.13333333333333333
819,material,0.7307515023918293
819,presence,0.75
819,timing,1.0
3162,class,0.16666666666666666
3162,material,0.7783631511597084
3162,presence,1.0
3162,timing,1.0
2875,class,0.0
2875,material,0.7989953846974878
2875,presence,1.0
2875,timing,0.75
1712,class,0.4
1712,material,0.8852511142631796
1712,presence,0.4642857142857143
1712,timing,1.0
1678,class,0.3333333333333333
1678,material,0.7821515934155251
1678,presence,1.0
1678,timing,0.75
3032,class,0.13333333333333333
3032,material,0.5266403229751845
3032,presence,0.75
3032,timing,1.0
2655,class,0.0
2655,material,0.5271535048876176
2655,presence,0.5714285714285714
2655,timing,1.0
766,class,0.21428571428571427
766,material,0.5095572513412302
766,presence,0.5714285714285714
766,timing,1.0
1891,class,0.6666666666666666
1891,material,0.5171808126424304
1891,presence,0.75
1891,timing,1.0
4219,class,0.1
4219,material,0.5838705545413194
4219,presence,1.0
4219,timing,1.0
2646,class,1.0
2646,material,0.8043836045014416
2646,presence,1.0
2646,timing,1.0
3900,class,0.09523809523809523
3900,material,0.6286921115190724
3900,presence,1.0
3900,timing,0.5357142857142857
1094,class,0.42857142857142855
1094,material,0.6211830558580921
1094,presence,0.4642857142857143
1094,timing,1.0
3528,class,0.6666666666666666
3528,material,0.6799527629885447
3528,presence,0.75
3528,timing,1.0
2549,class,0.2
2549,material,0.7025519333596936
2549,presence,0.75
2549,timing,1.0
2032,class,0.7142857142857143
2032,material,0.7055895595126014
2032,presence,0.5714285714285714
2032,timing,1.0
1517,class,0.3
1517,material,0.7919433603294912
1517,presence,1.0
1517,timing,1.0
2057,class,0.0
2057,material,0.7516637785735767
2057,presence,1.0
2057,timing,1.0
2645,class,1.0
2645,material,0.7189016013478764
2645,presence,1.0
2645,timing,1.0
3535,class,0.75
3535,material,0.6697043312774251
3535,presence,1.0
3535,timing,1.0
2127,class,0.4
2127,material,0.7698427499609231
2127,presence,0.4642857142857143
2127,timing,1.0
2270,class,1.0
2270,material,0.7802403225709894
2270,presence,0.75
2270,timing,0.75
1278,class,0.6666666666666666
1278,material,0.5315554269810424
1278,presence,0.5714285714285714
1278,timing,1.0
4470,class,0.25
4470,material,0.5858602128538458
4470,presence,0.75
4470,timing,1.0
1541,class,1.0
1541,material,0.8880941497872209
1541,presence,1.0
1541,timing,1.0
596,class,0.10714285714285714
596,material,0.5568470704057634
596,presence,0.4642857142857143
596,timing,1.0
2394,class,0.42857142857142855
2394,material,0.6222281817910549
2394,presence,0.4642857142857143
2394,timing,1.0
858,class,0.5238095238095238
858,material,0.7382264442657834
858,presence,0.5714285714285714
858,timing,1.0
2511,class,0.1
2511,material,0.5865370496066232
2511,presence,0.5714285714285714
2511,timing,1.0
1364,class,0.2
1364,material,0.6335977535858985
1364,presence,1.0
1364,timing,1.0
4122,class,1.0
4122,material,0.8001345978308313
4122,presence,1.0
4122,timing,1.0
1287,class,nan
1287,material,0.7016269759517257
1287,presence,1.0
1287,timing,0.5357142857142857
4464,class,0.4
4464,material,0.8810578051287933
4464,presence,0.4642857142857143
4464,timing,1.0
1748,class,0.6
1748,material,0.5273266525952225
1748,presence,1.0
1748,timing,0.75
2218,class,1.0
2218,material,0.7557920149127221
2218,presence,1.0
2218,timing,0.4642857142857143
292,class,0.5714285714285714
292,material,0.594330361514994
292,presence,1.0
292,timing,1.0
1349,class,0.39285714285714285
1349,material,0.6438930533843628
1349,presence,0.5714285714285714
1349,timing,1.0
1900,class,1.0
1900,material,0.7094437098015024
1900,presence,1.0
1900,timing,1.0
4963,class,0.4666666666666667
4963,material,0.5793578685335248
4963,presence,1.0
4963,timing,1.0
544,class,0.3333333333333333
544,material,0.6192049165663516
544,presence,0.42857142857142855
544,timing,1.0
4939,class,0.47619047619047616
4939,material,0.6626953841816239
4939,presence,0.4642857142857143
4939,timing,1.0
754,class,0.2
754,material,0.4436325769565369
754,presence,1.0
754,timing,1.0
2356,class,0.13333333333333333
2356,material,0.5433175041525858
2356,presence,0.75
2356,timing,1.0
1676,class,0.26666666666666666
1676,material,0.6933267882856855
1676,presence,0.75
1676,timing,1.0
4801,class,0.3
4801,material,0.6781469220154321
4801,presence,0.75
4801,timing,0.75
700,class,0.2
700,material,0.49842304927553177
700,presence,1.0
700,timing,1.0
1436,class,0.5
1436,material,0.6115331261167947
1436,presence,0.42857142857142855
1436,timing,1.0
1525,class,0.2
1525,material,0.6531239453352286
1525,presence,0.42857142857142855
1525,timing,0.75
1781,class,0.5
1781,material,0.5396626490577068
1781,presence,0.75
1781,timing,1.0
3220,class,0.26666666666666666
3220,material,0.6606009235894154
3220,presence,0.75
3220,timing,1.0
4563,class,0.19047619047619047
4563,material,0.6237134178487265
4563,presence,0.75
4563,timing,1.0
4612,class,0.1
4612,material,0.38057868544628787
4612,presence,0.5714285714285714
4612,timing,0.75
3370,class,0.16666666666666666
3370,material,0.5980613037768431
3370,presence,0.75
3370,timing,1.0
2728,class,0.47619047619047616
2728,material,0.6730314649623297
2728,presence,1.0
2728,timing,1.0
3148,class,0.3333333333333333
3148,material,0.7344064938732596
3148,presence,1.0
3148,timing,1.0
111,class,0.16666666666666666
111,material,0.5525151074419119
111,presence,1.0
111,timing,0.75
541,class,0.3333333333333333
541,material,0.8071524926735776
541,presence,1.0
541,timing,0.75
2661,class,0.2
2661,material,0.5600377100405628
2661,presence,0.75
2661,timing,0.75
3113,class,0.3
3113,material,0.39195062693391897
3113,presence,0.4642857142857143
3113,timing,1.0
96,class,0.16666666666666666
96,material,0.6981592947163733
96,presence,0.4642857142857143
96,timing,1.0
662,class,0.75
662,material,0.764775034507167
662,presence,1.0
662,timing,0.5714285714285714
452,class,0.2
452,material,0.6908223337814651
452,presence,1.0
452,timing,1.0
4572,class,0.0
4572,material,0.6375540275781344
4572,presence,1.0
4572,timing,1.0
1374,class,0.5357142857142857
1374,material,0.7203262134780555
1374,presence,1.0
1374,timing,0.32142857142857145
1927,class,0.0
1927,material,0.5758974698031298
1927,presence,0.75
1927,timing,0.5357142857142857
4984,class,0.2
4984,material,0.5293631171488112
4984,presence,0.5714285714285714
4984,timing,1.0
3907,class,0.19047619047619047
3907,material,0.5075905376350683
3907,presence,0.75
3907,timing,0.75
3307,class,0.14285714285714285
3307,material,0.643511492085087
3307,presence,1.0
3307,timing,0.75
927,class,0.4666666666666667
927,material,0.4861675606622459
927,presence,1.0
927,timing,1.0
2898,class,0.2
2898,material,0.5400071491214433
2898,presence,1.0
2898,timing,0.75
4649,class,0.26666666666666666
4649,material,0.6336841013678576
4649,presence,0.5714285714285714
4649,timing,1.0
503,class,0.4666666666666667
503,material,0.8398503462584258
503,presence,0.5714285714285714
503,timing,1.0
174,class,0.26666666666666666
174,material,0.6390207239107434
174,presence,1.0
174,timing,1.0
2407,class,0.0
2407,material,0.5443465184611289
2407,presence,0.5714285714285714
2407,timing,1.0
1627,class,0.13333333333333333
1627,material,0.5940459577257432
1627,presence,1.0
1627,timing,1.0
2196,class,0.5
2196,material,0.7423174309578717
2196,presence,1.0
2196,timing,1.0
2795,class,0.5238095238095238
2795,material,0.608191858104621
2795,presence,1.0
2795,timing,1.0
2372,class,0.3333333333333333
2372,material,0.6012257892503478
2372,presence,0.5714285714285714
2372,timing,0.75
920,class,1.0
920,material,0.6167087126362839
920,presence,0.75
920,timing,0.5714285714285714
437,class,1.0
437,material,0.7466242308777538
437,presence,1.0
437,timing,1.0
116,class,0.5
116,material,0.5767660752664224
116,presence,0.4642857142857143
116,timing,1.0
1905,class,0.10714285714285714
1905,material,0.6519364571175695
1905,presence,0.5714285714285714
1905,timing,1.0
1523,class,0.2857142857142857
1523,material,0.6989409369226129
1523,presence,0.4642857142857143
1523,timing,1.0
4883,class,0.4
4883,material,0.44443488467029646
4883,presence,1.0
4883,timing,1.0
3979,class,0.3333333333333333
3979,material,0.4743219922816842
3979,presence,1.0
3979,timing,0.5357142857142857
2311,class,0.13333333333333333
2311,material,0.7249534179481795
2311,presence,0.5714285714285714
2311,timing,1.0
3476,class,0.0
3476,material,0.5575961513364328
3476,presence,1.0
3476,timing,0.5357142857142857
