video_id,base_seed,theta_commit,status,n_scorable_progress_points,first_crossing,sustained_crossing
955,4,0.8,VIDEO_DETERMINED,8,,
955,5,0.8,VIDEO_DETERMINED,8,,
955,6,0.8,VIDEO_DETERMINED,8,,
955,7,0.8,VIDEO_DETERMINED,8,,
955,8,0.8,VIDEO_DETERMINED,8,,
955,9,0.8,VIDEO_DETERMINED,8,,
955,10,0.8,VIDEO_DETERMINED,8,,
955,11,0.8,VIDEO_DETERMINED,8,,
955,12,0.8,VIDEO_DETERMINED,8,,
955,13,0.8,VIDEO_DETERMINED,8,,
955,14,0.8,VIDEO_DETERMINED,8,,
955,15,0.8,VIDEO_DETERMINED,8,,
955,16,0.8,VIDEO_DETERMINED,7,,
96,0,0.8,CROSSING,8,0.45,0.75
96,1,0.8,CROSSING,8,0.15,0.9
96,2,0.8,CROSSING,8,0.25,0.25
96,3,0.8,CROSSING,8,0.05,0.45
96,4,0.8,CROSSING,8,0.45,0.45
96,5,0.8,NONCROSSING,8,,
96,6,0.8,NONCROSSING,8,,
96,7,0.8,CROSSING,8,0.15,0.75
96,8,0.8,CROSSING,8,0.75,0.75
96,9,0.8,CROSSING,7,0.6,0.6
96,10,0.8,CROSSING,8,0.15,0.75
96,11,0.8,CROSSING,8,0.25,0.75
96,12,0.8,CROSSING,8,0.05,0.6
96,13,0.8,CROSSING,8,0.9,0.9
96,14,0.8,CROSSING,8,0.05,0.6
96,15,0.8,CROSSING,8,0.05,0.35
96,16,0.8,CROSSING,8,0.35,0.35
1002,0,0.9,VIDEO_DETERMINED,8,,
1002,1,0.9,VIDEO_DETERMINED,8,,
1002,2,0.9,VIDEO_DETERMINED,8,,
1002,3,0.9,VIDEO_DETERMINED,8,,
1002,4,0.9,VIDEO_DETERMINED,8,,
1002,5,0.9,VIDEO_DETERMINED,8,,
1002,6,0.9,VIDEO_DETERMINED,8,,
1002,7,0.9,VIDEO_DETERMINED,8,,
1002,8,0.9,VIDEO_DETERMINED,8,,
1002,9,0.9,VIDEO_DETERMINED,8,,
1002,10,0.9,VIDEO_DETERMINED,8,,
1002,11,0.9,VIDEO_DETERMINED,8,,
1002,12,0.9,VIDEO_DETERMINED,8,,
1002,13,0.9,VIDEO_DETERMINED,8,,
1002,14,0.9,VIDEO_DETERMINED,8,,
1002,15,0.9,VIDEO_DETERMINED,8,,
1002,16,0.9,VIDEO_DETERMINED,8,,
1003,0,0.9,CROSSING,8,0.45,0.75
1003,1,0.9,CROSSING,8,0.35,0.35
1003,2,0.9,CROSSING,8,0.35,0.6
1003,3,0.9,CROSSING,8,0.9,0.9
1003,4,0.9,CROSSING,8,0.45,0.45
1003,5,0.9,NONCROSSING,7,,
1003,6,0.9,NONCROSSING,7,,
1003,7,0.9,CROSSING,8,0.45,0.45
1003,8,0.9,CROSSING,8,0.9,0.9
1003,9,0.9,CROSSING,8,0.6,0.6
1003,10,0.9,CROSSING,8,0.25,0.75
1003,11,0.9,CROSSING,8,0.35,0.35
1003,12,0.9,CROSSING,8,0.9,0.9
1003,13,0.9,CROSSING,8,0.45,0.75
1003,14,0.9,CROSSING,8,0.9,0.9
1003,15,0.9,CROSSING,8,0.75,0.75
1003,16,0.9,CROSSING,8,0.35,0.35
1048,0,0.9,CROSSING,8,0.25,0.75
1048,1,0.9,CROSSING,8,0.05,0.05
1048,2,0.9,CROSSING,8,0.05,0.05
1048,3,0.9,CROSSING,8,0.05,0.6
1048,4,0.9,CROSSING,8,0.15,0.45
1048,5,0.9,CROSSING,8,0.15,0.15
1048,6,0.9,CROSSING,8,0.25,0.25
1048,7,0.9,CROSSING,8,0.05,0.05
1048,8,0.9,CROSSING,8,0.15,0.9
1048,9,0.9,CROSSING,8,0.05,0.45
1048,10,0.9,CROSSING,8,0.05,0.35
1048,11,0.9,CROSSING,8,0.25,
1048,12,0.9,CROSSING,8,0.05,0.05
1048,13,0.9,CROSSING,8,0.25,0.25
1048,14,0.9,CROSSING,8,0.15,0.15
1048,15,0.9,CROSSING,8,0.05,0.45
1048,16,0.9,CROSSING,8,0.05,0.6
1209,0,0.9,CROSSING,8,0.05,0.35
1209,1,0.9,CROSSING,8,0.05,0.05
1209,2,0.9,CROSSING,8,0.05,0.05
1209,3,0.9,CROSSING,8,0.05,0.05
1209,4,0.9,CROSSING,8,0.05,0.9
1209,5,0.9,CROSSING,8,0.45,0.75
1209,6,0.9,CROSSING,8,0.05,0.05
1209,7,0.9,CROSSING,8,0.05,0.05
1209,8,0.9,CROSSING,8,0.05,0.05
1209,9,0.9,CROSSING,8,0.05,0.9
1209,10,0.9,CROSSING,8,0.35,0.35
1209,11,0.9,NONCROSSING,8,,
1209,12,0.9,CROSSING,8,0.75,0.75
1209,13,0.9,CROSSING,8,0.05,0.05
1209,14,0.9,CROSSING,8,0.05,0.05
1209,15,0.9,CROSSING,8,0.15,0.15
1209,16,0.9,CROSSING,8,0.15,0.15
1386,0,0.9,UNSCORABLE,0,,
1386,1,0.9,CROSSING,8,0.05,0.05
1386,2,0.9,UNSCORABLE,0,,
1386,3,0.9,CROSSING,5,0.15,0.15
1386,4,0.9,CROSSING,8,0.9,0.9
1386,5,0.9,CROSSING,8,0.15,0.15
1386,6,0.9,CROSSING,6,0.05,0.05
1386,7,0.9,CROSSING,6,0.05,0.45
1386,8,0.9,CROSSING,7,0.25,0.25
1386,9,0.9,CROSSING,8,0.05,0.05
1386,10,0.9,CROSSING,6,0.25,0.25
1386,11,0.9,CROSSING,8,0.05,0.05
1386,12,0.9,CROSSING,2,0.05,0.05
1386,13,0.9,CROSSING,5,0.15,0.15
1386,14,0.9,CROSSING,3,0.05,0.05
1386,15,0.9,CROSSING,2,0.35,0.35
1386,16,0.9,CROSSING,8,0.05,0.05
1421,0,0.9,CROSSING,8,0.05,0.25
1421,1,0.9,CROSSING,7,0.45,
1421,2,0.9,CROSSING,8,0.05,0.05
1421,3,0.9,CROSSING,8,0.75,0.75
1421,4,0.9,CROSSING,8,0.05,0.05
1421,5,0.9,CROSSING,8,0.6,0.6
1421,6,0.9,CROSSING,7,0.15,0.9
1421,7,0.9,CROSSING,8,0.05,0.05
1421,8,0.9,CROSSING,8,0.05,0.35
1421,9,0.9,CROSSING,8,0.05,0.25
1421,10,0.9,CROSSING,8,0.05,0.05
1421,11,0.9,CROSSING,8,0.15,0.35
1421,12,0.9,CROSSING,8,0.05,0.05
1421,13,0.9,CROSSING,8,0.05,0.05
1421,14,0.9,CROSSING,8,0.25,0.25
1421,15,0.9,CROSSING,8,0.15,
1421,16,0.9,CROSSING,8,0.25,0.45
1459,0,0.9,CROSSING,8,0.45,0.45
1459,1,0.9,NONCROSSING,8,,
1459,2,0.9,NONCROSSING,8,,
1459,3,0.9,CROSSING,8,0.35,
1459,4,0.9,NONCROSSING,8,,
1459,5,0.9,CROSSING,8,0.45,0.45
1459,6,0.9,CROSSING,8,0.9,0.9
1459,7,0.9,NONCROSSING,8,,
1459,8,0.9,CROSSING,8,0.6,0.9
1459,9,0.9,CROSSING,8,0.9,0.9
1459,10,0.9,CROSSING,8,0.25,
1459,11,0.9,CROSSING,8,0.25,0.25
1459,12,0.9,NONCROSSING,8,,
1459,13,0.9,CROSSING,8,0.35,0.75
1459,14,0.9,CROSSING,8,0.6,0.9
1459,15,0.9,CROSSING,8,0.15,0.15
1459,16,0.9,CROSSING,8,0.6,0.6
1517,0,0.9,CROSSING,8,0.15,0.15
1517,1,0.9,CROSSING,5,0.35,0.35
1517,2,0.9,CROSSING,8,0.75,0.75
1517,3,0.9,CROSSING,8,0.05,0.05
1517,4,0.9,CROSSING,3,0.05,
1517,5,0.9,CROSSING,6,0.25,
1517,6,0.9,CROSSING,8,0.05,0.25
1517,7,0.9,CROSSING,8,0.35,0.35
1517,8,0.9,CROSSING,7,0.6,0.6
1517,9,0.9,CROSSING,8,0.35,
1517,10,0.9,CROSSING,6,0.05,0.05
1517,11,0.9,CROSSING,8,0.05,0.9
1517,12,0.9,CROSSING,8,0.45,0.45
1517,13,0.9,CROSSING,5,0.05,0.6
1517,14,0.9,CROSSING,8,0.05,0.6
1517,15,0.9,CROSSING,8,0.05,0.05
1517,16,0.9,CROSSING,6,0.15,0.6
1868,0,0.9,CROSSING,7,0.25,0.25
1868,1,0.9,CROSSING,8,0.35,0.35
1868,2,0.9,CROSSING,7,0.15,0.15
1868,3,0.9,NONCROSSING,2,,
1868,4,0.9,CROSSING,7,0.25,0.25
1868,5,0.9,CROSSING,6,0.15,0.45
1868,6,0.9,CROSSING,8,0.6,0.6
1868,7,0.9,CROSSING,8,0.45,0.45
1868,8,0.9,CROSSING,6,0.15,
1868,9,0.9,NONCROSSING,8,,
1868,10,0.9,CROSSING,2,0.35,0.35
1868,11,0.9,CROSSING,5,0.15,0.6
1868,12,0.9,NONCROSSING,3,,
1868,13,0.9,CROSSING,8,0.6,0.6
1868,14,0.9,CROSSING,7,0.25,
1868,15,0.9,CROSSING,7,0.45,0.9
1868,16,0.9,CROSSING,8,0.75,
1893,0,0.9,CROSSING,8,0.15,0.15
1893,1,0.9,CROSSING,8,0.25,0.6
1893,2,0.9,CROSSING,8,0.25,0.75
1893,3,0.9,CROSSING,8,0.05,0.25
1893,4,0.9,CROSSING,8,0.6,0.9
1893,5,0.9,CROSSING,8,0.35,0.35
1893,6,0.9,CROSSING,8,0.15,0.6
1893,7,0.9,CROSSING,8,0.25,0.25
1893,8,0.9,CROSSING,8,0.25,0.25
1893,9,0.9,CROSSING,7,0.35,0.35
1893,10,0.9,CROSSING,8,0.05,0.05
1893,11,0.9,CROSSING,8,0.6,
1893,12,0.9,CROSSING,8,0.05,0.25
1893,13,0.9,CROSSING,8,0.6,0.6
1893,14,0.9,CROSSING,8,0.05,0.05
1893,15,0.9,CROSSING,8,0.05,0.05
1893,16,0.9,CROSSING,2,0.05,0.05
1929,0,0.9,CROSSING,8,0.75,0.75
1929,1,0.9,CROSSING,8,0.9,0.9
1929,2,0.9,CROSSING,8,0.15,0.45
1929,3,0.9,CROSSING,8,0.25,0.6
1929,4,0.9,CROSSING,8,0.15,0.6
1929,5,0.9,CROSSING,8,0.35,0.9
1929,6,0.9,CROSSING,8,0.15,0.6
1929,7,0.9,CROSSING,8,0.75,
1929,8,0.9,CROSSING,8,0.05,0.45
1929,9,0.9,CROSSING,8,0.75,0.75
1929,10,0.9,CROSSING,8,0.15,0.45
1929,11,0.9,CROSSING,8,0.15,0.6
1929,12,0.9,CROSSING,8,0.25,0.6
1929,13,0.9,CROSSING,8,0.6,0.6
1929,14,0.9,CROSSING,8,0.25,0.45
1929,15,0.9,CROSSING,8,0.35,0.35
1929,16,0.9,CROSSING,8,0.25,0.75
194,0,0.9,NONCROSSING,7,,
194,1,0.9,CROSSING,8,0.25,0.6
194,2,0.9,CROSSING,8,0.25,0.9
194,3,0.9,CROSSING,8,0.05,
194,4,0.9,NONCROSSING,8,,
194,5,0.9,CROSSING,8,0.6,0.6
194,6,0.9,CROSSING,8,0.9,0.9
194,7,0.9,NONCROSSING,8,,
194,8,0.9,CROSSING,8,0.9,0.9
194,9,0.9,CROSSING,8,0.15,0.35
194,10,0.9,CROSSING,8,0.75,0.75
194,11,0.9,CROSSING,8,0.05,0.05
194,12,0.9,CROSSING,8,0.15,0.9
194,13,0.9,CROSSING,8,0.35,0.35
194,14,0.9,CROSSING,8,0.05,
194,15,0.9,CROSSING,8,0.25,0.25
194,16,0.9,CROSSING,8,0.9,0.9
1956,0,0.9,VIDEO_DETERMINED,8,,
1956,1,0.9,VIDEO_DETERMINED,8,,
1956,2,0.9,VIDEO_DETERMINED,8,,
1956,3,0.9,VIDEO_DETERMINED,8,,
1956,4,0.9,VIDEO_DETERMINED,8,,
1956,5,0.9,VIDEO_DETERMINED,8,,
1956,6,0.9,VIDEO_DETERMINED,8,,
1956,7,0.9,VIDEO_DETERMINED,8,,
1956,8,0.9,VIDEO_DETERMINED,8,,
1956,9,0.9,VIDEO_DETERMINED,8,,
1956,10,0.9,VIDEO_DETERMINED,8,,
1956,11,0.9,VIDEO_DETERMINED,8,,
1956,12,0.9,VIDEO_DETERMINED,8,,
1956,13,0.9,VIDEO_DETERMINED,8,,
1956,14,0.9,VIDEO_DETERMINED,8,,
1956,15,0.9,VIDEO_DETERMINED,8,,
1956,16,0.9,VIDEO_DETERMINED,8,,
1964,0,0.9,VIDEO_DETERMINED,5,,
1964,1,0.9,VIDEO_DETERMINED,5,,
1964,2,0.9,VIDEO_DETERMINED,7,,
1964,3,0.9,VIDEO_DETERMINED,6,,
1964,4,0.9,VIDEO_DETERMINED,7,,
1964,5,0.9,VIDEO_DETERMINED,1,,
1964,6,0.9,VIDEO_DETERMINED,1,,
1964,7,0.9,VIDEO_DETERMINED,7,,
1964,8,0.9,VIDEO_DETERMINED,3,,
1964,9,0.9,VIDEO_DETERMINED,8,,
1964,10,0.9,VIDEO_DETERMINED,1,,
1964,11,0.9,VIDEO_DETERMINED,8,,
1964,12,0.9,VIDEO_DETERMINED,0,,
1964,13,0.9,VIDEO_DETERMINED,5,,
1964,14,0.9,VIDEO_DETERMINED,2,,
1964,15,0.9,VIDEO_DETERMINED,4,,
1964,16,0.9,VIDEO_DETERMINED,6,,
2106,0,0.9,CROSSING,8,0.45,0.45
2106,1,0.9,CROSSING,2,0.35,0.35
2106,2,0.9,CROSSING,8,0.35,0.6
2106,3,0.9,CROSSING,6,0.25,0.45
2106,4,0.9,NONCROSSING,1,,
2106,5,0.9,CROSSING,8,0.15,0.35
2106,6,0.9,CROSSING,8,0.05,0.6
2106,7,0.9,CROSSING,5,0.05,0.6
2106,8,0.9,CROSSING,8,0.05,0.35
2106,9,0.9,CROSSING,7,0.05,0.05
2106,10,0.9,CROSSING,7,0.25,0.9
2106,11,0.9,CROSSING,8,0.05,0.05
2106,12,0.9,CROSSING,5,0.6,0.6
2106,13,0.9,CROSSING,8,0.15,0.75
2106,14,0.9,CROSSING,2,0.05,0.05
2106,15,0.9,CROSSING,8,0.15,0.15
2106,16,0.9,NONCROSSING,1,,
2372,0,0.9,NONCROSSING,7,,
2372,1,0.9,CROSSING,8,0.05,0.05
2372,2,0.9,CROSSING,8,0.75,0.75
2372,3,0.9,CROSSING,8,0.05,0.05
2372,4,0.9,CROSSING,8,0.15,0.15
2372,5,0.9,CROSSING,8,0.05,
2372,6,0.9,CROSSING,8,0.6,0.6
2372,7,0.9,CROSSING,8,0.05,0.35
2372,8,0.9,CROSSING,8,0.05,0.05
2372,9,0.9,CROSSING,8,0.05,0.05
2372,10,0.9,NONCROSSING,8,,
2372,11,0.9,CROSSING,8,0.05,0.05
2372,12,0.9,CROSSING,8,0.15,0.15
2372,13,0.9,CROSSING,8,0.05,0.9
2372,14,0.9,NONCROSSING,8,,
2372,15,0.9,CROSSING,8,0.05,0.05
2372,16,0.9,CROSSING,8,0.15,0.35
2436,0,0.9,CROSSING,6,0.15,0.15
2436,1,0.9,CROSSING,7,0.25,0.45
2436,2,0.9,NONCROSSING,3,,
2436,3,0.9,CROSSING,8,0.35,0.35
2436,4,0.9,CROSSING,7,0.75,0.75
2436,5,0.9,CROSSING,7,0.15,0.9
2436,6,0.9,NONCROSSING,8,,
2436,7,0.9,CROSSING,6,0.35,0.6
2436,8,0.9,CROSSING,8,0.25,0.9
2436,9,0.9,CROSSING,4,0.35,0.35
2436,10,0.9,CROSSING,7,0.45,0.45
2436,11,0.9,CROSSING,8,0.35,0.35
2436,12,0.9,CROSSING,5,0.15,0.15
2436,13,0.9,CROSSING,5,0.15,
2436,14,0.9,CROSSING,8,0.6,0.6
2436,15,0.9,NONCROSSING,7,,
2436,16,0.9,CROSSING,7,0.9,0.9
2491,0,0.9,CROSSING,8,0.05,0.75
2491,1,0.9,CROSSING,8,0.15,0.35
2491,2,0.9,CROSSING,8,0.15,0.15
2491,3,0.9,CROSSING,7,0.6,0.6
2491,4,0.9,CROSSING,8,0.25,0.75
2491,5,0.9,CROSSING,8,0.9,0.9
2491,6,0.9,CROSSING,8,0.25,0.6
2491,7,0.9,CROSSING,8,0.25,0.25
2491,8,0.9,CROSSING,8,0.05,0.05
2491,9,0.9,CROSSING,8,0.75,
2491,10,0.9,CROSSING,8,0.25,0.25
2491,11,0.9,CROSSING,8,0.6,0.9
2491,12,0.9,CROSSING,7,0.05,0.35
2491,13,0.9,CROSSING,8,0.05,0.05
2491,14,0.9,CROSSING,8,0.15,0.15
2491,15,0.9,CROSSING,8,0.05,0.05
2491,16,0.9,CROSSING,8,0.15,0.15
2511,0,0.9,CROSSING,8,0.9,0.9
2511,1,0.9,CROSSING,8,0.9,0.9
2511,2,0.9,NONCROSSING,8,,
2511,3,0.9,NONCROSSING,8,,
2511,4,0.9,CROSSING,7,0.35,0.35
2511,5,0.9,CROSSING,8,0.6,0.6
2511,6,0.9,CROSSING,8,0.75,0.75
2511,7,0.9,NONCROSSING,6,,
2511,8,0.9,CROSSING,8,0.75,0.75
2511,9,0.9,CROSSING,8,0.9,0.9
2511,10,0.9,CROSSING,8,0.15,0.15
2511,11,0.9,NONCROSSING,8,,
2511,12,0.9,CROSSING,8,0.25,0.6
2511,13,0.9,CROSSING,6,0.75,0.75
2511,14,0.9,CROSSING,8,0.35,0.9
2511,15,0.9,NONCROSSING,8,,
2511,16,0.9,CROSSING,8,0.6,0.6
2603,0,0.9,NONCROSSING,8,,
2603,1,0.9,CROSSING,8,0.15,0.15
2603,2,0.9,CROSSING,8,0.05,0.45
2603,3,0.9,CROSSING,8,0.75,0.75
2603,4,0.9,CROSSING,8,0.9,0.9
2603,5,0.9,CROSSING,8,0.15,0.75
2603,6,0.9,CROSSING,8,0.75,
2603,7,0.9,CROSSING,8,0.05,0.05
2603,8,0.9,CROSSING,8,0.05,0.35
2603,9,0.9,CROSSING,8,0.25,0.45
2603,10,0.9,CROSSING,8,0.6,0.6
2603,11,0.9,CROSSING,8,0.25,0.45
2603,12,0.9,CROSSING,8,0.15,0.15
2603,13,0.9,CROSSING,8,0.75,0.75
2603,14,0.9,CROSSING,8,0.25,0.25
2603,15,0.9,CROSSING,8,0.45,0.45
2603,16,0.9,CROSSING,8,0.45,0.75
2689,0,0.9,CROSSING,8,0.9,0.9
2689,1,0.9,NONCROSSING,8,,
2689,2,0.9,CROSSING,8,0.05,0.25
2689,3,0.9,CROSSING,8,0.15,0.45
2689,4,0.9,CROSSING,8,0.15,0.15
2689,5,0.9,CROSSING,8,0.9,0.9
2689,6,0.9,CROSSING,8,0.15,0.45
2689,7,0.9,CROSSING,8,0.9,0.9
2689,8,0.9,CROSSING,8,0.75,0.75
2689,9,0.9,NONCROSSING,8,,
2689,10,0.9,NONCROSSING,8,,
2689,11,0.9,CROSSING,8,0.25,0.6
2689,12,0.9,NONCROSSING,8,,
2689,13,0.9,CROSSING,8,0.9,0.9
2689,14,0.9,CROSSING,8,0.6,
2689,15,0.9,CROSSING,8,0.9,0.9
2689,16,0.9,CROSSING,8,0.9,0.9
2803,0,0.9,CROSSING,5,0.15,0.9
2803,1,0.9,CROSSING,8,0.05,0.05
2803,2,0.9,CROSSING,8,0.05,0.35
2803,3,0.9,CROSSING,8,0.25,0.9
2803,4,0.9,CROSSING,8,0.75,0.75
2803,5,0.9,UNSCORABLE,0,,
2803,6,0.9,CROSSING,2,0.05,0.05
2803,7,0.9,CROSSING,8,0.15,0.45
2803,8,0.9,CROSSING,6,0.25,0.25
2803,9,0.9,CROSSING,8,0.05,0.05
2803,10,0.9,CROSSING,8,0.05,0.05
2803,11,0.9,CROSSING,6,0.75,0.75
2803,12,0.9,CROSSING,8,0.35,0.75
2803,13,0.9,CROSSING,8,0.75,0.75
2803,14,0.9,CROSSING,8,0.9,0.9
2803,15,0.9,CROSSING,7,0.05,
2803,16,0.9,CROSSING,8,0.45,0.45
2817,0,0.9,NONCROSSING,7,,
2817,1,0.9,NONCROSSING,8,,
2817,2,0.9,CROSSING,8,0.75,0.75
2817,3,0.9,CROSSING,8,0.15,0.75
2817,4,0.9,CROSSING,8,0.05,0.35
2817,5,0.9,CROSSING,8,0.75,0.75
2817,6,0.9,CROSSING,8,0.45,0.45
2817,7,0.9,CROSSING,8,0.6,0.6
2817,8,0.9,CROSSING,8,0.35,0.9
2817,9,0.9,CROSSING,7,0.45,0.75
2817,10,0.9,CROSSING,8,0.35,0.75
2817,11,0.9,CROSSING,7,0.45,
2817,12,0.9,CROSSING,8,0.15,0.75
2817,13,0.9,CROSSING,7,0.05,0.75
2817,14,0.9,CROSSING,7,0.35,
2817,15,0.9,CROSSING,8,0.35,0.6
2817,16,0.9,CROSSING,8,0.6,0.6
2881,0,0.9,VIDEO_DETERMINED,8,,
2881,1,0.9,VIDEO_DETERMINED,8,,
2881,2,0.9,VIDEO_DETERMINED,8,,
2881,3,0.9,VIDEO_DETERMINED,8,,
2881,4,0.9,VIDEO_DETERMINED,8,,
2881,5,0.9,VIDEO_DETERMINED,8,,
2881,6,0.9,VIDEO_DETERMINED,8,,
2881,7,0.9,VIDEO_DETERMINED,8,,
2881,8,0.9,VIDEO_DETERMINED,8,,
2881,9,0.9,VIDEO_DETERMINED,8,,
2881,10,0.9,VIDEO_DETERMINED,8,,
2881,11,0.9,VIDEO_DETERMINED,8,,
2881,12,0.9,VIDEO_DETERMINED,8,,
2881,13,0.9,VIDEO_DETERMINED,8,,
2881,14,0.9,VIDEO_DETERMINED,8,,
2881,15,0.9,VIDEO_DETERMINED,8,,
2881,16,0.9,VIDEO_DETERMINED,8,,
3114,0,0.9,VIDEO_DETERMINED,8,,
3114,1,0.9,VIDEO_DETERMINED,8,,
3114,2,0.9,VIDEO_DETERMINED,8,,
3114,3,0.9,VIDEO_DETERMINED,8,,
3114,4,0.9,VIDEO_DETERMINED,8,,
3114,5,0.9,VIDEO_DETERMINED,8,,
3114,6,0.9,VIDEO_DETERMINED,8,,
3114,7,0.9,VIDEO_DETERMINED,8,,
3114,8,0.9,VIDEO_DETERMINED,8,,
3114,9,0.9,VIDEO_DETERMINED,8,,
3114,10,0.9,VIDEO_DETERMINED,8,,
3114,11,0.9,VIDEO_DETERMINED,8,,
3114,12,0.9,VIDEO_DETERMINED,8,,
3114,13,0.9,VIDEO_DETERMINED,8,,
3114,14,0.9,VIDEO_DETERMINED,8,,
3114,15,0.9,VIDEO_DETERMINED,8,,
3114,16,0.9,VIDEO_DETERMINED,8,,
3273,0,0.9,CROSSING,8,0.9,0.9
3273,1,0.9,CROSSING,8,0.05,
3273,2,0.9,NONCROSSING,8,,
3273,3,0.9,CROSSING,8,0.9,0.9
3273,4,0.9,CROSSING,8,0.45,0.75
3273,5,0.9,CROSSING,8,0.9,0.9
3273,6,0.9,CROSSING,8,0.9,0.9
3273,7,0.9,CROSSING,8,0.45,0.9
3273,8,0.9,CROSSING,8,0.6,
3273,9,0.9,CROSSING,8,0.6,0.6
3273,10,0.9,CROSSING,8,0.35,
3273,11,0.9,CROSSING,8,0.35,
3273,12,0.9,CROSSING,8,0.45,0.45
3273,13,0.9,CROSSING,8,0.9,0.9
3273,14,0.9,CROSSING,8,0.45,0.75
3273,15,0.9,CROSSING,8,0.45,
3273,16,0.9,NONCROSSING,7,,
3411,0,0.9,CROSSING,8,0.15,0.15
3411,1,0.9,CROSSING,8,0.05,0.05
3411,2,0.9,CROSSING,8,0.15,0.9
3411,3,0.9,CROSSING,8,0.25,0.45
3411,4,0.9,CROSSING,8,0.35,0.35
3411,5,0.9,CROSSING,8,0.6,
3411,6,0.9,CROSSING,8,0.05,0.05
3411,7,0.9,CROSSING,8,0.05,0.05
3411,8,0.9,CROSSING,8,0.05,0.05
3411,9,0.9,CROSSING,8,0.15,0.15
3411,10,0.9,CROSSING,8,0.15,
3411,11,0.9,CROSSING,8,0.05,0.05
3411,12,0.9,CROSSING,8,0.05,0.05
3411,13,0.9,CROSSING,8,0.05,
3411,14,0.9,CROSSING,8,0.05,0.05
3411,15,0.9,CROSSING,8,0.25,
3411,16,0.9,CROSSING,8,0.05,0.05
3780,0,0.9,CROSSING,8,0.05,0.35
3780,1,0.9,CROSSING,8,0.9,0.9
3780,2,0.9,CROSSING,8,0.35,0.35
3780,3,0.9,CROSSING,8,0.9,0.9
3780,4,0.9,CROSSING,8,0.05,0.35
3780,5,0.9,CROSSING,8,0.15,0.75
3780,6,0.9,NONCROSSING,8,,
3780,7,0.9,CROSSING,8,0.05,0.25
3780,8,0.9,CROSSING,5,0.15,0.15
3780,9,0.9,CROSSING,8,0.05,0.05
3780,10,0.9,CROSSING,8,0.9,0.9
3780,11,0.9,CROSSING,8,0.05,0.05
3780,12,0.9,NONCROSSING,8,,
3780,13,0.9,CROSSING,8,0.05,0.25
3780,14,0.9,CROSSING,7,0.05,0.9
3780,15,0.9,NONCROSSING,8,,
3780,16,0.9,CROSSING,8,0.15,0.15
3912,0,0.9,VIDEO_DETERMINED,8,,
3912,1,0.9,VIDEO_DETERMINED,8,,
3912,2,0.9,VIDEO_DETERMINED,8,,
3912,3,0.9,VIDEO_DETERMINED,8,,
3912,4,0.9,VIDEO_DETERMINED,8,,
3912,5,0.9,VIDEO_DETERMINED,8,,
3912,6,0.9,VIDEO_DETERMINED,8,,
3912,7,0.9,VIDEO_DETERMINED,8,,
3912,8,0.9,VIDEO_DETERMINED,8,,
3912,9,0.9,VIDEO_DETERMINED,8,,
3912,10,0.9,VIDEO_DETERMINED,8,,
3912,11,0.9,VIDEO_DETERMINED,8,,
3912,12,0.9,VIDEO_DETERMINED,8,,
3912,13,0.9,VIDEO_DETERMINED,8,,
3912,14,0.9,VIDEO_DETERMINED,8,,
3912,15,0.9,VIDEO_DETERMINED,8,,
3912,16,0.9,VIDEO_DETERMINED,8,,
3985,0,0.9,NONCROSSING,6,,
3985,1,0.9,CROSSING,6,0.25,
3985,2,0.9,CROSSING,8,0.9,0.9
3985,3,0.9,CROSSING,8,0.25,0.45
3985,4,0.9,CROSSING,8,0.25,0.25
3985,5,0.9,CROSSING,8,0.75,0.75
3985,6,0.9,CROSSING,8,0.15,0.9
3985,7,0.9,CROSSING,8,0.75,0.75
3985,8,0.9,CROSSING,8,0.05,0.35
3985,9,0.9,CROSSING,8,0.9,0.9
3985,10,0.9,CROSSING,8,0.25,0.25
3985,11,0.9,CROSSING,6,0.15,
3985,12,0.9,CROSSING,8,0.9,0.9
3985,13,0.9,CROSSING,7,0.75,0.75
3985,14,0.9,CROSSING,8,0.9,0.9
3985,15,0.9,CROSSING,8,0.05,0.05
3985,16,0.9,CROSSING,8,0.35,0.75
4170,0,0.9,CROSSING,8,0.05,0.25
4170,1,0.9,CROSSING,8,0.15,0.75
4170,2,0.9,CROSSING,8,0.25,0.25
4170,3,0.9,CROSSING,8,0.05,
4170,4,0.9,CROSSING,8,0.05,0.25
4170,5,0.9,CROSSING,8,0.05,0.05
4170,6,0.9,CROSSING,8,0.05,0.25
4170,7,0.9,CROSSING,8,0.05,0.05
4170,8,0.9,CROSSING,8,0.05,0.25
4170,9,0.9,CROSSING,8,0.35,0.75
4170,10,0.9,CROSSING,8,0.05,0.05
4170,11,0.9,CROSSING,8,0.9,0.9
4170,12,0.9,CROSSING,8,0.25,
4170,13,0.9,CROSSING,8,0.05,0.9
4170,14,0.9,CROSSING,8,0.05,0.05
4170,15,0.9,CROSSING,8,0.35,0.9
4170,16,0.9,CROSSING,8,0.05,0.05
4268,0,0.9,CROSSING,8,0.75,0.75
4268,1,0.9,CROSSING,8,0.75,0.75
4268,2,0.9,CROSSING,8,0.15,0.15
4268,3,0.9,NONCROSSING,8,,
4268,4,0.9,CROSSING,8,0.6,0.9
4268,5,0.9,CROSSING,8,0.9,0.9
4268,6,0.9,CROSSING,8,0.05,0.05
4268,7,0.9,NONCROSSING,6,,
4268,8,0.9,CROSSING,8,0.6,0.6
4268,9,0.9,CROSSING,7,0.45,0.45
